methanol_bulk_molarity_M,current_density_A_cm2,total_cathode_current_density_A_cm2,methanol_crossover_current_density_A_cm2,methanol_concentration_gdl_cl_mol_cm3,methanol_concentration_cl_mem_mol_cm3,oxygen_concentration_cl_mem_mol_cm3,anode_activation_overpotential_V,anode_mass_transport_overpotential_V,anode_overpotential_V,cathode_activation_overpotential_V,cathode_mass_transport_overpotential_V,cathode_overpotential_V,ohmic_overpotential_V,crossover_loss_V,cell_voltage_V,efficiency_HHV,efficiency_LHV
0.5,1.5787565686525342e-05,0.06052745644924866,0.06051166888356213,0.0003197348045203451,0.0003092650248679938,6.7675957119859044e-06,-0.052742447623330434,0.004735297045268887,-0.04800715057806155,0.07302906740408559,0.0014361612689075037,0.07446522867299309,4.7362697059576025e-06,0.12817202996892196,1.1685838451010158,0.00024049562569893954,0.000273997503905757
0.5,0.00041142633586087844,0.06077219526895457,0.06036076893309369,0.00031900591396779503,0.0003084938004447508,6.7648042963591965e-06,-0.020605287259734727,0.004759907955408154,-0.01584537930432657,0.07308872981361805,0.0014422609422395083,0.07453099075585756,0.00012342790075826353,0.08002310260675305,1.1362376201133642,0.006069331858240923,0.006914810923070505
0.5,0.0008070651060352315,0.06101693408866048,0.060209868982625245,0.0003182770234152449,0.0003077225760215077,6.762012880732489e-06,-0.013964032930639669,0.004784580469086371,-0.009179452461553297,0.07314815243578762,0.0014483631330482717,0.0745965155688359,0.00024211953181056946,0.07011779160674791,1.1293874768265604,0.01178652314408416,0.013428426865648123
0.5,0.0012027038762095846,0.061261672908366385,0.0600589690321568,0.00031754813286269477,0.0003069513515982646,6.75922146510578e-06,-0.010031929615997005,0.004809314895477073,-0.005222614720519932,0.07320733719032545,0.0014544678434126976,0.07466180503373815,0.00036081116286287537,0.06427596635407595,1.1252466579895724,0.017430191034079657,0.019858277347284785
0.5,0.0015983426463839377,0.061506411728072294,0.05990806908168836,0.0003168192423101447,0.0003061801271750215,6.756430049479071e-06,-0.007228707020192799,0.004834111546087158,-0.0023945954741056413,0.07326628597400055,0.0014605750754142586,0.07472686104941481,0.0004795027939151813,0.060127223297585575,1.122234891096429,0.023010063651232825,0.02621544565239959
0.5,0.0019939814165582906,0.06175115054777821,0.059757169131219916,0.00031609035175759456,0.0003054089027517784,6.753638633852363e-06,-0.005048718493656155,0.004858970734780423,-0.00018974775887573188,0.07332500066098463,0.0014666848311370116,0.07479168549212165,0.0005981944249674871,0.05691309433258418,1.1198465273074398,0.02853113948576022,0.032505626578303935
0.5,0.0023896201867326435,0.06199588936748412,0.05960626918075147,0.00031536146120504443,0.0003046376783285353,6.7508472182256544e-06,-0.0032646282723321294,0.0048838927778014005,0.001619264505469271,0.07338348310320962,0.0014727971126676028,0.07485628021587723,0.000716886056019793,0.05429257766040241,1.117854228688287,0.03399661793728054,0.038732465212125596
0.5,0.002785258956906997,0.06224062818719003,0.05945536923028303,0.00031463257065249435,0.0003038664539052922,6.7480558025989465e-06,-0.0017545043374146362,0.0049088779937995,0.003154373656384864,0.07344173513071811,0.001478911922095256,0.07492064705281337,0.0008355776870720991,0.05208277707834785,1.116136061069383,0.039408808902535016,0.04489859322726626
0.5,0.00318089772708135,0.062485367006895935,0.05930446927981459,0.00031390368009994417,0.00030309522948204906,6.745264386972238e-06,-0.00044529936808425987,0.00493392670385345,0.0044886273357691905,0.07349975855200697,0.001485029261511801,0.07498478781351876,0.000954269318124405,0.05017412340915017,1.1146189749982411,0.044769512945731525,0.0510060620127986
0.5,0.0035765364972557027,0.06273010582660185,0.05915356932934615,0.0003131747895473941,0.000302324005058806,6.74247297134553e-06,0.0007102263984653912,0.004959039231496054,0.005669265629961446,0.07355755515436431,0.0014911491330116522,0.07504870428737596,0.0010729609491767107,0.04849575879134216,1.1132557285991396,0.050080209428180665,0.05705655701021579
